searge,mcp,side,desc
field_76414_N,liquidColor,2,
field_76416_I,name,2,
field_76417_J,statusIconIndex,2,
field_76412_L,effectiveness,2,
field_188415_h,beneficial,2,
field_188414_b,REGISTRY,2,
field_111188_I,attributeModifierMap,2,
field_76418_K,isBadEffect,2,
field_76414_N,liquidColor,2,
field_76416_I,name,2,
field_76417_J,statusIconIndex,2,
field_76412_L,effectiveness,2,
field_188415_h,beneficial,2,
field_180155_a,LOGGER,2,
field_188420_b,potion,2,
field_76460_b,duration,2,
field_76461_c,amplifier,2,
field_82723_d,isSplashPotion,2,
field_82724_e,isAmbient,2,
field_100013_f,isPotionDurationMax,2,
field_188421_h,showParticles,2,
field_100013_f,isPotionDurationMax,2,
field_180155_a,LOGGER,2,
field_188420_b,potion,2,
field_76460_b,duration,2,
field_76461_c,amplifier,2,
field_82723_d,isSplashPotion,2,
field_82724_e,isAmbient,2,
field_188421_h,showParticles,2,
field_76424_c,SPEED,2,
field_76421_d,SLOWNESS,2,
field_76422_e,HASTE,2,
field_76419_f,MINING_FATIGUE,2,
field_76420_g,STRENGTH,2,
field_76432_h,INSTANT_HEALTH,2,
field_76433_i,INSTANT_DAMAGE,2,
field_76430_j,JUMP_BOOST,2,
field_76431_k,NAUSEA,2,
field_76428_l,REGENERATION,2,
field_76429_m,RESISTANCE,2,
field_76426_n,FIRE_RESISTANCE,2,
field_76427_o,WATER_BREATHING,2,
field_76441_p,INVISIBILITY,2,
field_76440_q,BLINDNESS,2,
field_76439_r,NIGHT_VISION,2,
field_76438_s,HUNGER,2,
field_76437_t,WEAKNESS,2,
field_76436_u,POISON,2,
field_82731_v,WITHER,2,
field_180152_w,HEALTH_BOOST,2,
field_76444_x,ABSORPTION,2,
field_76443_y,SATURATION,2,
field_188423_x,GLOWING,2,
field_188424_y,LEVITATION,2,
field_188425_z,LUCK,2,
field_189112_A,UNLUCK,2,
field_76424_c,SPEED,2,
field_76421_d,SLOWNESS,2,
field_76422_e,HASTE,2,
field_76419_f,MINING_FATIGUE,2,
field_76420_g,STRENGTH,2,
field_76432_h,INSTANT_HEALTH,2,
field_76433_i,INSTANT_DAMAGE,2,
field_76430_j,JUMP_BOOST,2,
field_76431_k,NAUSEA,2,
field_76428_l,REGENERATION,2,
field_76429_m,RESISTANCE,2,
field_76426_n,FIRE_RESISTANCE,2,
field_76427_o,WATER_BREATHING,2,
field_76441_p,INVISIBILITY,2,
field_76440_q,BLINDNESS,2,
field_76439_r,NIGHT_VISION,2,
field_76438_s,HUNGER,2,
field_76437_t,WEAKNESS,2,
field_76436_u,POISON,2,
field_82731_v,WITHER,2,
field_180152_w,HEALTH_BOOST,2,
field_76444_x,ABSORPTION,2,
field_76443_y,SATURATION,2,
field_188423_x,GLOWING,2,
field_188424_y,LEVITATION,2,
field_188425_z,LUCK,2,
field_189112_A,UNLUCK,2,
field_175504_a,growingAge,2,
field_175502_b,forcedAge,2,
field_175503_c,forcedAgeTimer,2,
field_184751_bv,BABY,2,
field_98056_d,ageWidth,2,
field_98057_e,ageHeight,2,
field_184751_bv,BABY,2,
field_175504_a,growingAge,2,
field_175502_b,forcedAge,2,
field_175503_c,forcedAgeTimer,2,
field_98056_d,ageWidth,2,
field_98057_e,ageHeight,2,
field_184498_a,RADIUS,2,
field_184499_b,COLOR,2,
field_184500_c,IGNORE_RADIUS,2,
field_184501_d,PARTICLE,2,
field_189736_e,PARTICLE_PARAM_1,2,
field_189737_f,PARTICLE_PARAM_2,2,
field_184502_e,potion,2,
field_184503_f,effects,2,
field_184504_g,reapplicationDelayMap,2,
field_184505_h,duration,2,
field_184506_as,waitTime,2,
field_184507_at,reapplicationDelay,2,
field_184508_au,colorSet,2,
field_184509_av,durationOnUse,2,
field_184510_aw,radiusOnUse,2,
field_184511_ax,radiusPerTick,2,
field_184512_ay,owner,2,
field_184513_az,ownerUniqueId,2,
field_184498_a,RADIUS,2,
field_184499_b,COLOR,2,
field_184500_c,IGNORE_RADIUS,2,
field_184501_d,PARTICLE,2,
field_189736_e,PARTICLE_PARAM_1,2,
field_189737_f,PARTICLE_PARAM_2,2,
field_184502_e,potion,2,
field_184503_f,effects,2,
field_184504_g,reapplicationDelayMap,2,
field_184505_h,duration,2,
field_184506_as,waitTime,2,
field_184507_at,reapplicationDelay,2,
field_184508_au,colorSet,2,
field_184509_av,durationOnUse,2,
field_184510_aw,radiusOnUse,2,
field_184511_ax,radiusPerTick,2,
field_184512_ay,owner,2,
field_184513_az,ownerUniqueId,2,
field_184243_a,LOGGER,2,
field_190535_b,EMPTY_EQUIPMENT,2,
field_174836_a,ZERO_AABB,2,
field_70155_l,renderDistanceWeight,2,
field_70152_a,nextEntityID,2,
field_145783_c,entityId,2,
field_70156_m,preventEntitySpawning,2,
field_184245_j,rideCooldown,2,
field_98038_p,forceSpawn,2,
field_70170_p,world,2,
field_70169_q,prevPosX,2,
field_70167_r,prevPosY,2,
field_70166_s,prevPosZ,2,
field_70165_t,posX,2,
field_70163_u,posY,2,
field_70161_v,posZ,2,
field_70159_w,motionX,2,
field_70181_x,motionY,2,
field_70179_y,motionZ,2,
field_70177_z,rotationYaw,2,
field_70125_A,rotationPitch,2,
field_70126_B,prevRotationYaw,2,
field_70127_C,prevRotationPitch,2,
field_70122_E,onGround,2,
field_70123_F,collidedHorizontally,2,
field_70124_G,collidedVertically,2,
field_70132_H,collided,2,
field_70133_I,velocityChanged,2,
field_70134_J,isInWeb,2,
field_70128_L,isDead,2,
field_70130_N,width,2,
field_70131_O,height,2,
field_70141_P,prevDistanceWalkedModified,2,
field_70140_Q,distanceWalkedModified,2,
field_82151_R,distanceWalkedOnStepModified,2,
field_70143_R,fallDistance,2,
field_70142_S,lastTickPosX,2,
field_70137_T,lastTickPosY,2,
field_70136_U,lastTickPosZ,2,
field_70138_W,stepHeight,2,
field_70145_X,noClip,2,
field_70144_Y,entityCollisionReduction,2,
field_70146_Z,rand,2,
field_70173_aa,ticksExisted,2,
field_70171_ac,inWater,2,
field_70172_ad,hurtResistantTime,2,
field_70148_d,firstUpdate,2,
field_70178_ae,isImmuneToFire,2,
field_70180_af,dataManager,2,
field_184240_ax,FLAGS,2,
field_70175_ag,addedToChunk,2,
field_70176_ah,chunkCoordX,2,
field_70162_ai,chunkCoordY,2,
field_70164_aj,chunkCoordZ,2,
field_70118_ct,serverPosX,2,
field_70117_cu,serverPosY,2,
field_70116_cv,serverPosZ,2,
field_70158_ak,ignoreFrustumCheck,2,
field_70160_al,isAirBorne,2,
field_71088_bW,timeUntilPortal,2,
field_71087_bX,inPortal,2,
field_82153_h,portalCounter,2,
field_71093_bK,dimension,2,
field_181016_an,lastPortalPos,2,
field_181017_ao,lastPortalVec,2,
field_181018_ap,teleportDirection,2,
field_96093_i,entityUniqueID,2,
field_189513_ar,cachedUniqueIdString,2,
field_184238_ar,glowing,2,
field_184244_h,riddenByEntities,2,
field_184239_as,ridingEntity,2,
field_70121_D,boundingBox,2,
field_174835_g,isOutsideBorder,2,
field_70150_b,nextStepDistance,2,
field_191959_ay,nextFlap,2,
field_190534_ay,fire,2,
field_184241_ay,AIR,2,
field_184242_az,CUSTOM_NAME,2,
field_184233_aA,CUSTOM_NAME_VISIBLE,2,
field_184234_aB,SILENT,2,
field_189655_aD,NO_GRAVITY,2,
field_83001_bt,invulnerable,2,
field_174837_as,cmdResultStats,2,
field_184236_aF,tags,2,
field_184237_aG,isPositionDirty,2,
field_191505_aI,pistonDeltas,2,
field_191506_aJ,pistonDeltasGameTime,2,
field_70118_ct,serverPosX,2,
field_70117_cu,serverPosY,2,
field_70116_cv,serverPosZ,2,
field_184243_a,LOGGER,2,
field_190535_b,EMPTY_EQUIPMENT,2,
field_174836_a,ZERO_AABB,2,
field_70155_l,renderDistanceWeight,2,
field_70152_a,nextEntityID,2,
field_145783_c,entityId,2,
field_70156_m,preventEntitySpawning,2,
field_184244_h,riddenByEntities,2,
field_184245_j,rideCooldown,2,
field_184239_as,ridingEntity,2,
field_98038_p,forceSpawn,2,
field_70170_p,world,2,
field_70169_q,prevPosX,2,
field_70167_r,prevPosY,2,
field_70166_s,prevPosZ,2,
field_70165_t,posX,2,
field_70163_u,posY,2,
field_70161_v,posZ,2,
field_70159_w,motionX,2,
field_70181_x,motionY,2,
field_70179_y,motionZ,2,
field_70177_z,rotationYaw,2,
field_70125_A,rotationPitch,2,
field_70126_B,prevRotationYaw,2,
field_70127_C,prevRotationPitch,2,
field_70121_D,boundingBox,2,
field_70122_E,onGround,2,
field_70123_F,collidedHorizontally,2,
field_70124_G,collidedVertically,2,
field_70132_H,collided,2,
field_70133_I,velocityChanged,2,
field_70134_J,isInWeb,2,
field_174835_g,isOutsideBorder,2,
field_70128_L,isDead,2,
field_70130_N,width,2,
field_70131_O,height,2,
field_70141_P,prevDistanceWalkedModified,2,
field_70140_Q,distanceWalkedModified,2,
field_82151_R,distanceWalkedOnStepModified,2,
field_70143_R,fallDistance,2,
field_70150_b,nextStepDistance,2,
field_191959_ay,nextFlap,2,
field_70142_S,lastTickPosX,2,
field_70137_T,lastTickPosY,2,
field_70136_U,lastTickPosZ,2,
field_70138_W,stepHeight,2,
field_70145_X,noClip,2,
field_70144_Y,entityCollisionReduction,2,
field_70146_Z,rand,2,
field_70173_aa,ticksExisted,2,
field_190534_ay,fire,2,
field_70171_ac,inWater,2,
field_70172_ad,hurtResistantTime,2,
field_70148_d,firstUpdate,2,
field_70178_ae,isImmuneToFire,2,
field_70180_af,dataManager,2,
field_184240_ax,FLAGS,2,
field_184241_ay,AIR,2,
field_184242_az,CUSTOM_NAME,2,
field_184233_aA,CUSTOM_NAME_VISIBLE,2,
field_184234_aB,SILENT,2,
field_189655_aD,NO_GRAVITY,2,
field_70175_ag,addedToChunk,2,
field_70176_ah,chunkCoordX,2,
field_70162_ai,chunkCoordY,2,
field_70164_aj,chunkCoordZ,2,
field_70158_ak,ignoreFrustumCheck,2,
field_70160_al,isAirBorne,2,
field_71088_bW,timeUntilPortal,2,
field_71087_bX,inPortal,2,
field_82153_h,portalCounter,2,
field_71093_bK,dimension,2,
field_181016_an,lastPortalPos,2,
field_181017_ao,lastPortalVec,2,
field_181018_ap,teleportDirection,2,
field_83001_bt,invulnerable,2,
field_96093_i,entityUniqueID,2,
field_189513_ar,cachedUniqueIdString,2,
field_174837_as,cmdResultStats,2,
field_184238_ar,glowing,2,
field_184236_aF,tags,2,
field_184237_aG,isPositionDirty,2,
field_191505_aI,pistonDeltas,2,
field_191506_aJ,pistonDeltasGameTime,2,
field_96564_a,field_96564_a,2,
field_96564_a,field_96564_a,2,
field_180119_a,field_180119_a,2,
field_180119_a,field_180119_a,2,
field_180117_a,field_180117_a,2,
field_180117_a,field_180117_a,2,
field_190785_a,field_190785_a,2,
field_190785_a,field_190785_a,2,
field_191299_a,field_191299_a,2,
field_191300_b,field_191300_b,2,
field_191299_a,field_191299_a,2,
field_191300_b,field_191300_b,2,
field_191307_a,LIGHTNING_BOLT,2,
field_191308_b,REGISTRY,2,
field_75627_a,ENTITY_EGGS,2,
field_191309_d,KNOWN_TYPES,2,
field_191310_e,PLAYER,2,
field_151516_b,LOGGER,2,
field_191311_g,OLD_NAMES,2,
field_191307_a,LIGHTNING_BOLT,2,
field_191310_e,PLAYER,2,
field_151516_b,LOGGER,2,
field_191308_b,REGISTRY,2,
field_75627_a,ENTITY_EGGS,2,
field_191309_d,KNOWN_TYPES,2,
field_191311_g,OLD_NAMES,2,
field_75613_a,spawnedID,2,
field_75611_b,primaryColor,2,
field_75612_c,secondaryColor,2,
field_151512_d,killEntityStat,2,
field_151513_e,entityKilledByStat,2,
field_75613_a,spawnedID,2,
field_75611_b,primaryColor,2,
field_75612_c,secondaryColor,2,
field_151512_d,killEntityStat,2,
field_151513_e,entityKilledByStat,2,
field_94557_a,IS_ALIVE,2,
field_152785_b,IS_STANDALONE,2,
field_96566_b,HAS_INVENTORY,2,
field_188444_d,CAN_AI_TARGET,2,
field_180132_d,NOT_SPECTATING,2,
field_94557_a,IS_ALIVE,2,
field_152785_b,IS_STANDALONE,2,
field_96566_b,HAS_INVENTORY,2,
field_188444_d,CAN_AI_TARGET,2,
field_180132_d,NOT_SPECTATING,2,
field_191317_a,field_191317_a,2,
field_191318_b,field_191318_b,2,
field_191319_c,field_191319_c,2,
field_191320_d,field_191320_d,2,
field_191317_a,field_191317_a,2,
field_191318_b,field_191318_b,2,
field_191319_c,field_191319_c,2,
field_191320_d,field_191320_d,2,
field_191321_a,field_191321_a,2,
field_191322_b,field_191322_b,2,
field_191323_c,field_191323_c,2,
field_191321_a,field_191321_a,2,
field_191322_b,field_191322_b,2,
field_191323_c,field_191323_c,2,
field_188439_a,field_188439_a,2,
field_188439_a,field_188439_a,2,
field_96567_c,armor,2,
field_96567_c,armor,2,
MAINHAND,MAINHAND,2,
OFFHAND,OFFHAND,2,
FEET,FEET,2,
LEGS,LEGS,2,
CHEST,CHEST,2,
HEAD,HEAD,2,
$VALUES,$VALUES,2,
field_188462_g,slotType,2,
field_188463_h,index,2,
field_188464_i,slotIndex,2,
field_188465_j,name,2,
MAINHAND,MAINHAND,2,
OFFHAND,OFFHAND,2,
FEET,FEET,2,
LEGS,LEGS,2,
CHEST,CHEST,2,
HEAD,HEAD,2,
field_188462_g,slotType,2,
field_188463_h,index,2,
field_188464_i,slotIndex,2,
field_188465_j,name,2,
$VALUES,$VALUES,2,
HAND,HAND,2,
ARMOR,ARMOR,2,
$VALUES,$VALUES,2,
HAND,HAND,2,
ARMOR,ARMOR,2,
$VALUES,$VALUES,2,
field_70533_a,xpColor,2,
field_70531_b,xpOrbAge,2,
field_70532_c,delayBeforeCanPickup,2,
field_70529_d,xpOrbHealth,2,
field_70530_e,xpValue,2,
field_80001_f,closestPlayer,2,
field_80002_g,xpTargetColor,2,
field_70533_a,xpColor,2,
field_70531_b,xpOrbAge,2,
field_70532_c,delayBeforeCanPickup,2,
field_70529_d,xpOrbHealth,2,
field_70530_e,xpValue,2,
field_80001_f,closestPlayer,2,
field_80002_g,xpTargetColor,2,
LEFT,LEFT,2,
RIGHT,RIGHT,2,
$VALUES,$VALUES,2,
field_188471_c,handName,2,
LEFT,LEFT,2,
RIGHT,RIGHT,2,
field_188471_c,handName,2,
$VALUES,$VALUES,2,
field_190632_a,LOGGER,2,
field_110156_b,SPRINTING_SPEED_BOOST_ID,2,
field_110157_c,SPRINTING_SPEED_BOOST,2,
field_184632_c,HEALTH,2,
field_184633_f,POTION_EFFECTS,2,
field_184634_g,HIDE_PARTICLES,2,
field_184621_as,HAND_STATES,2,
field_82175_bq,isSwingInProgress,2,
field_184622_au,swingingHand,2,
field_110158_av,swingProgressInt,2,
field_70720_be,arrowHitTimer,2,
field_70737_aN,hurtTime,2,
field_70738_aO,maxHurtTime,2,
field_70739_aP,attackedAtYaw,2,
field_70725_aQ,deathTime,2,
field_70732_aI,prevSwingProgress,2,
field_70733_aJ,swingProgress,2,
field_184617_aD,ticksSinceLastSwing,2,
field_184618_aE,prevLimbSwingAmount,2,
field_70721_aZ,limbSwingAmount,2,
field_184619_aG,limbSwing,2,
field_70771_an,maxHurtResistantTime,2,
field_70727_aS,prevCameraPitch,2,
field_70726_aT,cameraPitch,2,
field_70769_ao,randomUnused2,2,
field_70770_ap,randomUnused1,2,
field_70761_aq,renderYawOffset,2,
field_70760_ar,prevRenderYawOffset,2,
field_70759_as,rotationYawHead,2,
field_70758_at,prevRotationYawHead,2,
field_70747_aH,jumpMovementFactor,2,
field_70717_bb,attackingPlayer,2,
field_70718_bc,recentlyHit,2,
field_70729_aU,dead,2,
field_70708_bq,idleTime,2,
field_70768_au,prevOnGroundSpeedFactor,2,
field_110154_aX,onGroundSpeedFactor,2,
field_70764_aw,movedDistance,2,
field_70763_ax,prevMovedDistance,2,
field_70741_aB,unused180,2,
field_70744_aE,scoreValue,2,
field_110153_bc,lastDamage,2,
field_70703_bu,isJumping,2,
field_70702_br,moveStrafing,2,
field_70701_bs,moveVertical,2,
field_191988_bg,moveForward,2,
field_70704_bt,randomYawVelocity,2,
field_70716_bi,newPosRotationIncrements,2,
field_184623_bh,interpTargetX,2,
field_184624_bi,interpTargetY,2,
field_184625_bj,interpTargetZ,2,
field_184626_bk,interpTargetYaw,2,
field_70709_bj,interpTargetPitch,2,
field_184627_bm,activeItemStack,2,
field_184628_bn,activeItemStackUseCount,2,
field_184629_bo,ticksElytraFlying,2,
field_184635_h,ARROW_COUNT_IN_ENTITY,2,
field_110155_d,attributeMap,2,
field_94063_bt,combatTracker,2,
field_70713_bf,activePotionsMap,2,
field_184630_bs,handInventory,2,
field_184631_bt,armorArray,2,
field_70752_e,potionsNeedUpdate,2,
field_70755_b,revengeTarget,2,
field_70756_c,revengeTimer,2,
field_110150_bn,lastAttackedEntity,2,
field_142016_bo,lastAttackedEntityTime,2,
field_70746_aG,landMovementFactor,2,
field_70773_bE,jumpTicks,2,
field_110151_bq,absorptionAmount,2,
field_184620_bC,prevBlockpos,2,
field_189750_bF,lastDamageSource,2,
field_189751_bG,lastDamageStamp,2,
field_190632_a,LOGGER,2,
field_110156_b,SPRINTING_SPEED_BOOST_ID,2,
field_110157_c,SPRINTING_SPEED_BOOST,2,
field_184621_as,HAND_STATES,2,
field_184632_c,HEALTH,2,
field_184633_f,POTION_EFFECTS,2,
field_184634_g,HIDE_PARTICLES,2,
field_184635_h,ARROW_COUNT_IN_ENTITY,2,
field_110155_d,attributeMap,2,
field_94063_bt,combatTracker,2,
field_70713_bf,activePotionsMap,2,
field_184630_bs,handInventory,2,
field_184631_bt,armorArray,2,
field_82175_bq,isSwingInProgress,2,
field_184622_au,swingingHand,2,
field_110158_av,swingProgressInt,2,
field_70720_be,arrowHitTimer,2,
field_70737_aN,hurtTime,2,
field_70738_aO,maxHurtTime,2,
field_70739_aP,attackedAtYaw,2,
field_70725_aQ,deathTime,2,
field_70732_aI,prevSwingProgress,2,
field_70733_aJ,swingProgress,2,
field_184617_aD,ticksSinceLastSwing,2,
field_184618_aE,prevLimbSwingAmount,2,
field_70721_aZ,limbSwingAmount,2,
field_184619_aG,limbSwing,2,
field_70771_an,maxHurtResistantTime,2,
field_70727_aS,prevCameraPitch,2,
field_70726_aT,cameraPitch,2,
field_70769_ao,randomUnused2,2,
field_70770_ap,randomUnused1,2,
field_70761_aq,renderYawOffset,2,
field_70760_ar,prevRenderYawOffset,2,
field_70759_as,rotationYawHead,2,
field_70758_at,prevRotationYawHead,2,
field_70747_aH,jumpMovementFactor,2,
field_70717_bb,attackingPlayer,2,
field_70718_bc,recentlyHit,2,
field_70729_aU,dead,2,
field_70708_bq,idleTime,2,
field_70768_au,prevOnGroundSpeedFactor,2,
field_110154_aX,onGroundSpeedFactor,2,
field_70764_aw,movedDistance,2,
field_70763_ax,prevMovedDistance,2,
field_70741_aB,unused180,2,
field_70744_aE,scoreValue,2,
field_110153_bc,lastDamage,2,
field_70703_bu,isJumping,2,
field_70702_br,moveStrafing,2,
field_70701_bs,moveVertical,2,
field_191988_bg,moveForward,2,
field_70704_bt,randomYawVelocity,2,
field_70716_bi,newPosRotationIncrements,2,
field_184623_bh,interpTargetX,2,
field_184624_bi,interpTargetY,2,
field_184625_bj,interpTargetZ,2,
field_184626_bk,interpTargetYaw,2,
field_70709_bj,interpTargetPitch,2,
field_70752_e,potionsNeedUpdate,2,
field_70755_b,revengeTarget,2,
field_70756_c,revengeTimer,2,
field_110150_bn,lastAttackedEntity,2,
field_142016_bo,lastAttackedEntityTime,2,
field_70746_aG,landMovementFactor,2,
field_70773_bE,jumpTicks,2,
field_110151_bq,absorptionAmount,2,
field_184627_bm,activeItemStack,2,
field_184628_bn,activeItemStackUseCount,2,
field_184629_bo,ticksElytraFlying,2,
field_184620_bC,prevBlockpos,2,
field_189750_bF,lastDamageSource,2,
field_189751_bG,lastDamageStamp,2,
field_188473_a,field_188473_a,2,
field_188473_a,field_188473_a,2,
field_184654_a,AI_FLAGS,2,
field_70749_g,lookHelper,2,
field_70762_j,bodyHelper,2,
field_70765_h,moveHelper,2,
field_70767_i,jumpHelper,2,
field_70699_by,navigator,2,
field_70757_a,livingSoundTime,2,
field_70714_bg,tasks,2,
field_70715_bh,targetTasks,2,
field_82174_bp,inventoryHandsDropChances,2,
field_184655_bs,inventoryArmorDropChances,2,
field_70696_bz,attackTarget,2,
field_70723_bA,senses,2,
field_184656_bv,inventoryHands,2,
field_184657_bw,inventoryArmor,2,
field_82172_bs,canPickUpLoot,2,
field_70728_aV,experienceValue,2,
field_82179_bU,persistenceRequired,2,
field_184658_bz,mapPathPriority,2,
field_184659_bA,deathLootTable,2,
field_184653_bB,deathLootTableSeed,2,
field_110169_bv,isLeashed,2,
field_110168_bw,leashHolder,2,
field_110170_bx,leashNBTTag,2,
field_184654_a,AI_FLAGS,2,
field_70757_a,livingSoundTime,2,
field_70728_aV,experienceValue,2,
field_70749_g,lookHelper,2,
field_70765_h,moveHelper,2,
field_70767_i,jumpHelper,2,
field_70762_j,bodyHelper,2,
field_70699_by,navigator,2,
field_70714_bg,tasks,2,
field_70715_bh,targetTasks,2,
field_70696_bz,attackTarget,2,
field_70723_bA,senses,2,
field_184656_bv,inventoryHands,2,
field_82174_bp,inventoryHandsDropChances,2,
field_184657_bw,inventoryArmor,2,
field_184655_bs,inventoryArmorDropChances,2,
field_82172_bs,canPickUpLoot,2,
field_82179_bU,persistenceRequired,2,
field_184658_bz,mapPathPriority,2,
field_184659_bA,deathLootTable,2,
field_184653_bB,deathLootTableSeed,2,
field_110169_bv,isLeashed,2,
field_110168_bw,leashHolder,2,
field_110170_bx,leashNBTTag,2,
field_188474_a,field_188474_a,2,
field_188475_b,field_188475_b,2,
field_188474_a,field_188474_a,2,
field_188475_b,field_188475_b,2,
ON_GROUND,ON_GROUND,2,
IN_AIR,IN_AIR,2,
IN_WATER,IN_WATER,2,
$VALUES,$VALUES,2,
ON_GROUND,ON_GROUND,2,
IN_AIR,IN_AIR,2,
IN_WATER,IN_WATER,2,
$VALUES,$VALUES,2,
MONSTER,MONSTER,2,
CREATURE,CREATURE,2,
AMBIENT,AMBIENT,2,
WATER_CREATURE,WATER_CREATURE,2,
$VALUES,$VALUES,2,
field_75605_d,creatureClass,2,
field_75606_e,maxNumberOfCreature,2,
field_75603_f,creatureMaterial,2,
field_75604_g,isPeacefulCreature,2,
field_82707_i,isAnimal,2,
MONSTER,MONSTER,2,
CREATURE,CREATURE,2,
AMBIENT,AMBIENT,2,
WATER_CREATURE,WATER_CREATURE,2,
field_75605_d,creatureClass,2,
field_75606_e,maxNumberOfCreature,2,
field_75603_f,creatureMaterial,2,
field_75604_g,isPeacefulCreature,2,
field_82707_i,isAnimal,2,
$VALUES,$VALUES,2,
field_180110_a,ENTITY_PLACEMENTS,2,
field_180110_a,ENTITY_PLACEMENTS,2,
UNDEFINED,UNDEFINED,2,
UNDEAD,UNDEAD,2,
ARTHROPOD,ARTHROPOD,2,
ILLAGER,ILLAGER,2,
$VALUES,$VALUES,2,
UNDEFINED,UNDEFINED,2,
UNDEAD,UNDEAD,2,
ARTHROPOD,ARTHROPOD,2,
ILLAGER,ILLAGER,2,
$VALUES,$VALUES,2,
SELF,SELF,2,
PLAYER,PLAYER,2,
PISTON,PISTON,2,
SHULKER_BOX,SHULKER_BOX,2,
SHULKER,SHULKER,2,
$VALUES,$VALUES,2,
SELF,SELF,2,
PLAYER,PLAYER,2,
PISTON,PISTON,2,
SHULKER_BOX,SHULKER_BOX,2,
SHULKER,SHULKER,2,
$VALUES,$VALUES,2,
field_70775_bC,homePosition,2,
field_70772_bD,maximumHomeDistance,2,
field_184661_bw,restoreWaterCost,2,
field_110179_h,FLEEING_SPEED_MODIFIER_UUID,2,
field_110181_i,FLEEING_SPEED_MODIFIER,2,
field_110179_h,FLEEING_SPEED_MODIFIER_UUID,2,
field_110181_i,FLEEING_SPEED_MODIFIER,2,
field_70775_bC,homePosition,2,
field_70772_bD,maximumHomeDistance,2,
field_184661_bw,restoreWaterCost,2,
field_184755_bv,TAMED,2,
field_184756_bw,OWNER_UNIQUE_ID,2,
field_70911_d,aiSit,2,
field_184755_bv,TAMED,2,
field_184756_bw,OWNER_UNIQUE_ID,2,
field_70911_d,aiSit,2,
field_111174_a,amount,2,
field_111172_b,operation,2,
field_111173_c,name,2,
field_111170_d,id,2,
field_111171_e,isSaved,2,
field_111174_a,amount,2,
field_111172_b,operation,2,
field_111173_c,name,2,
field_111170_d,id,2,
field_111171_e,isSaved,2,
field_180373_a,parent,2,
field_111115_a,translationKey,2,
field_111113_b,defaultValue,2,
field_111114_c,shouldWatch,2,
field_180373_a,parent,2,
field_111115_a,translationKey,2,
field_111113_b,defaultValue,2,
field_111114_c,shouldWatch,2,
field_111154_a,attributes,2,
field_111153_b,attributesByName,2,
field_180377_c,descendantsByParent,2,
field_111154_a,attributes,2,
field_111153_b,attributesByName,2,
field_180377_c,descendantsByParent,2,
field_111138_a,attributeMap,2,
field_111136_b,genericAttribute,2,
field_111137_c,mapByOperation,2,
field_111134_d,mapByName,2,
field_111135_e,mapByUUID,2,
field_111132_f,baseValue,2,
field_111133_g,needsUpdate,2,
field_111139_h,cachedValue,2,
field_111138_a,attributeMap,2,
field_111136_b,genericAttribute,2,
field_111137_c,mapByOperation,2,
field_111134_d,mapByName,2,
field_111135_e,mapByUUID,2,
field_111132_f,baseValue,2,
field_111133_g,needsUpdate,2,
field_111139_h,cachedValue,2,
field_111163_c,instancesByName,2,
field_111162_d,dirtyInstances,2,
field_111162_d,dirtyInstances,2,
field_111163_c,instancesByName,2,
field_111120_a,minimumValue,2,
field_111118_b,maximumValue,2,
field_111119_c,description,2,
field_111120_a,minimumValue,2,
field_111118_b,maximumValue,2,
field_111119_c,description,2,
field_75668_a,living,2,
field_75666_b,rotationTickCounter,2,
field_75667_c,prevRenderYawHead,2,
field_75668_a,living,2,
field_75666_b,rotationTickCounter,2,
field_75667_c,prevRenderYawHead,2,
field_75662_b,isJumping,2,
field_75663_a,entity,2,
field_75663_a,entity,2,
field_75662_b,isJumping,2,
field_75659_a,entity,2,
field_75657_b,deltaLookYaw,2,
field_75658_c,deltaLookPitch,2,
field_75655_d,isLooking,2,
field_75656_e,posX,2,
field_75653_f,posY,2,
field_75654_g,posZ,2,
field_75659_a,entity,2,
field_75657_b,deltaLookYaw,2,
field_75658_c,deltaLookPitch,2,
field_75655_d,isLooking,2,
field_75656_e,posX,2,
field_75653_f,posY,2,
field_75654_g,posZ,2,
field_75648_a,entity,2,
field_75646_b,posX,2,
field_75647_c,posY,2,
field_75644_d,posZ,2,
field_75645_e,speed,2,
field_188489_f,moveForward,2,
field_188490_g,moveStrafe,2,
field_188491_h,action,2,
field_75648_a,entity,2,
field_75646_b,posX,2,
field_75647_c,posY,2,
field_75644_d,posZ,2,
field_75645_e,speed,2,
field_188489_f,moveForward,2,
field_188490_g,moveStrafe,2,
field_188491_h,action,2,
WAIT,WAIT,2,
MOVE_TO,MOVE_TO,2,
STRAFE,STRAFE,2,
JUMPING,JUMPING,2,
$VALUES,$VALUES,2,
WAIT,WAIT,2,
MOVE_TO,MOVE_TO,2,
STRAFE,STRAFE,2,
JUMPING,JUMPING,2,
$VALUES,$VALUES,2,
field_75380_a,entity,2,
field_75376_d,closestLivingEntity,2,
field_179509_a,canBeSeenSelector,2,
field_75378_b,farSpeed,2,
field_75379_c,nearSpeed,2,
field_179508_f,avoidDistance,2,
field_75374_f,path,2,
field_75375_g,navigation,2,
field_181064_i,classToAvoid,2,
field_179510_i,avoidTargetSelector,2,
field_179509_a,canBeSeenSelector,2,
field_75380_a,entity,2,
field_75378_b,farSpeed,2,
field_75379_c,nearSpeed,2,
field_75376_d,closestLivingEntity,2,
field_179508_f,avoidDistance,2,
