searge,mcp,side,desc
field_188332_n,ZOMBIE_VILLAGER_PRIEST_LOCATION,2,
field_188333_o,ZOMBIE_VILLAGER_SMITH_LOCATION,2,
field_188329_p,ZOMBIE_VILLAGER_BUTCHER_LOCATION,2,
field_177190_a,renderer,2,
field_177188_b,ENCHANTED_ITEM_GLINT_RES,2,
field_177189_c,modelLeggings,2,
field_177186_d,modelArmor,2,
field_177187_e,alpha,2,
field_177184_f,colorR,2,
field_177185_g,colorG,2,
field_177192_h,colorB,2,
field_177193_i,skipRenderGlint,2,
field_177191_j,ARMOR_TEXTURE_RES_MAP,2,
field_177188_b,ENCHANTED_ITEM_GLINT_RES,2,
field_177189_c,modelLeggings,2,
field_177186_d,modelArmor,2,
field_177190_a,renderer,2,
field_177187_e,alpha,2,
field_177184_f,colorR,2,
field_177185_g,colorG,2,
field_177192_h,colorB,2,
field_177193_i,skipRenderGlint,2,
field_177191_j,ARMOR_TEXTURE_RES_MAP,2,
field_178747_a,field_178747_a,2,
field_178747_a,field_178747_a,2,
field_177168_a,renderer,2,
field_177168_a,renderer,2,
field_177167_a,playerRenderer,2,
field_177167_a,playerRenderer,2,
field_177174_a,endermanRenderer,2,
field_177174_a,endermanRenderer,2,
field_177172_a,LIGHTNING_TEXTURE,2,
field_177170_b,creeperRenderer,2,
field_177171_c,creeperModel,2,
field_177172_a,LIGHTNING_TEXTURE,2,
field_177170_b,creeperRenderer,2,
field_177171_c,creeperModel,2,
field_177209_a,modelRenderer,2,
field_177209_a,modelRenderer,2,
field_177208_a,playerRenderer,2,
field_177208_a,playerRenderer,2,
field_188356_b,renderPlayer,2,
field_188355_a,TEXTURE_ELYTRA,2,
field_188357_c,modelElytra,2,
field_188355_a,TEXTURE_ELYTRA,2,
field_188356_b,renderPlayer,2,
field_188357_c,modelElytra,2,
field_177212_a,TEXTURE,2,
field_177211_b,dragonRenderer,2,
field_177212_a,TEXTURE,2,
field_177211_b,dragonRenderer,2,
field_177203_a,RES_ENDERMAN_EYES,2,
field_177202_b,endermanRenderer,2,
field_177203_a,RES_ENDERMAN_EYES,2,
field_177202_b,endermanRenderer,2,
field_192865_a,leftRenderer,2,
field_192866_b,rightRenderer,2,
field_192867_c,renderManager,2,
field_192868_d,leftModel,2,
field_192869_e,leftResource,2,
field_192870_f,leftUniqueId,2,
field_192871_g,leftEntityClass,2,
field_192872_h,rightModel,2,
field_192873_i,rightResource,2,
field_192874_j,rightUniqueId,2,
field_192875_k,rightEntityClass,2,
field_192867_c,renderManager,2,
field_192865_a,leftRenderer,2,
field_192868_d,leftModel,2,
field_192869_e,leftResource,2,
field_192870_f,leftUniqueId,2,
field_192871_g,leftEntityClass,2,
field_192866_b,rightRenderer,2,
field_192872_h,rightModel,2,
field_192873_i,rightResource,2,
field_192874_j,rightUniqueId,2,
field_192875_k,rightEntityClass,2,
field_192887_f,field_192887_f,2,
field_192882_a,entityId,2,
field_192883_b,renderer,2,
field_192884_c,model,2,
field_192885_d,textureLocation,2,
field_192886_e,clazz,2,
field_192882_a,entityId,2,
field_192883_b,renderer,2,
field_192884_c,model,2,
field_192885_d,textureLocation,2,
field_192886_e,clazz,2,
field_192887_f,field_192887_f,2,
field_188481_a,field_188481_a,2,
field_188481_a,field_188481_a,2,
field_177206_a,livingEntityRenderer,2,
field_177206_a,livingEntityRenderer,2,
field_191364_a,LLAMA_DECOR_TEXTURES,2,
field_191365_b,renderer,2,
field_191366_c,model,2,
field_191364_a,LLAMA_DECOR_TEXTURES,2,
field_191365_b,renderer,2,
field_191366_c,model,2,
field_177205_a,mooshroomRenderer,2,
field_177205_a,mooshroomRenderer,2,
field_177158_a,TEXTURE,2,
field_177156_b,pigRenderer,2,
field_177157_c,pigModel,2,
field_177158_a,TEXTURE,2,
field_177156_b,pigRenderer,2,
field_177157_c,pigModel,2,
field_177165_a,TEXTURE,2,
field_177163_b,sheepRenderer,2,
field_177164_c,sheepModel,2,
field_177165_a,TEXTURE,2,
field_177163_b,sheepRenderer,2,
field_177164_c,sheepModel,2,
field_177161_a,slimeRenderer,2,
field_177160_b,slimeModel,2,
field_177161_a,slimeRenderer,2,
field_177160_b,slimeModel,2,
field_177152_a,snowManRenderer,2,
field_177152_a,snowManRenderer,2,
field_177150_a,SPIDER_EYES,2,
field_177149_b,spiderRenderer,2,
field_177150_a,SPIDER_EYES,2,
field_177149_b,spiderRenderer,2,
field_190092_a,STRAY_CLOTHES_TEXTURES,2,
field_190093_b,renderer,2,
field_190094_c,layerModel,2,
field_190092_a,STRAY_CLOTHES_TEXTURES,2,
field_190093_b,renderer,2,
field_190094_c,layerModel,2,
field_177154_a,ironGolemRenderer,2,
field_177154_a,ironGolemRenderer,2,
field_177144_a,witchRenderer,2,
field_177144_a,witchRenderer,2,
field_177217_a,WITHER_ARMOR,2,
field_177215_b,witherRenderer,2,
field_177216_c,witherModel,2,
field_177217_a,WITHER_ARMOR,2,
field_177215_b,witherRenderer,2,
field_177216_c,witherModel,2,
field_177147_a,WOLF_COLLAR,2,
field_177146_b,wolfRenderer,2,
field_177147_a,WOLF_COLLAR,2,
field_177146_b,wolfRenderer,2,
field_177140_a,smallArms,2,
field_177140_a,smallArms,2,
field_148118_a,lastApplied,2,
field_148116_b,srcColorFactor,2,
field_148117_c,srcAlphaFactor,2,
field_148114_d,destColorFactor,2,
field_148115_e,destAlphaFactor,2,
field_148112_f,blendFunction,2,
field_148113_g,separateBlend,2,
field_148119_h,opaque,2,
field_148118_a,lastApplied,2,
field_148116_b,srcColorFactor,2,
field_148117_c,srcAlphaFactor,2,
field_148114_d,destColorFactor,2,
field_148115_e,destAlphaFactor,2,
field_148112_f,blendFunction,2,
field_148113_g,separateBlend,2,
field_148119_h,opaque,2,
field_148003_a,LOGGER,2,
field_148001_b,DEFAULT_SHADER_UNIFORM,2,
field_148002_c,staticShaderManager,2,
field_147999_d,currentProgram,2,
field_148000_e,lastCull,2,
field_147997_f,shaderSamplers,2,
field_147998_g,samplerNames,2,
field_148010_h,shaderSamplerLocations,2,
field_148011_i,shaderUniforms,2,
field_148008_j,shaderUniformLocations,2,
field_148009_k,mappedShaderUniforms,2,
field_148006_l,program,2,
field_148007_m,programFilename,2,
field_148004_n,useFaceCulling,2,
field_148005_o,isDirty,2,
field_148016_p,blendingMode,2,
field_148015_q,attribLocations,2,
field_148014_r,attributes,2,
field_148013_s,vertexShaderLoader,2,
field_148012_t,fragmentShaderLoader,2,
field_148003_a,LOGGER,2,
field_148001_b,DEFAULT_SHADER_UNIFORM,2,
field_148002_c,staticShaderManager,2,
field_147999_d,currentProgram,2,
field_148000_e,lastCull,2,
field_147997_f,shaderSamplers,2,
field_147998_g,samplerNames,2,
field_148010_h,shaderSamplerLocations,2,
field_148011_i,shaderUniforms,2,
field_148008_j,shaderUniformLocations,2,
field_148009_k,mappedShaderUniforms,2,
field_148006_l,program,2,
field_148007_m,programFilename,2,
field_148004_n,useFaceCulling,2,
field_148005_o,isDirty,2,
field_148016_p,blendingMode,2,
field_148015_q,attribLocations,2,
field_148014_r,attributes,2,
field_148013_s,vertexShaderLoader,2,
field_148012_t,fragmentShaderLoader,2,
field_148035_a,mainFramebuffer,2,
field_148033_b,resourceManager,2,
field_148034_c,shaderGroupName,2,
field_148031_d,listShaders,2,
field_148032_e,mapFramebuffers,2,
field_148029_f,listFramebuffers,2,
field_148030_g,projectionMatrix,2,
field_148038_h,mainFramebufferWidth,2,
field_148039_i,mainFramebufferHeight,2,
field_148036_j,time,2,
field_148037_k,lastStamp,2,
field_148035_a,mainFramebuffer,2,
field_148033_b,resourceManager,2,
field_148034_c,shaderGroupName,2,
field_148031_d,listShaders,2,
field_148032_e,mapFramebuffers,2,
field_148029_f,listFramebuffers,2,
field_148030_g,projectionMatrix,2,
field_148038_h,mainFramebufferWidth,2,
field_148039_i,mainFramebufferHeight,2,
field_148036_j,time,2,
field_148037_k,lastStamp,2,
field_148052_a,framebufferIn,2,
field_148050_b,framebufferOut,2,
field_148051_c,manager,2,
field_148048_d,listAuxFramebuffers,2,
field_148049_e,listAuxNames,2,
field_148046_f,listAuxWidths,2,
field_148047_g,listAuxHeights,2,
field_148053_h,projectionMatrix,2,
field_148051_c,manager,2,
field_148052_a,framebufferIn,2,
field_148050_b,framebufferOut,2,
field_148048_d,listAuxFramebuffers,2,
field_148049_e,listAuxNames,2,
field_148046_f,listAuxWidths,2,
field_148047_g,listAuxHeights,2,
field_148053_h,projectionMatrix,2,
field_148061_a,shaderType,2,
field_148059_b,shaderFilename,2,
field_148060_c,shader,2,
field_148058_d,shaderAttachCount,2,
field_148061_a,shaderType,2,
field_148059_b,shaderFilename,2,
field_148060_c,shader,2,
field_148058_d,shaderAttachCount,2,
VERTEX,VERTEX,2,
FRAGMENT,FRAGMENT,2,
$VALUES,$VALUES,2,
field_148072_c,shaderName,2,
field_148069_d,shaderExtension,2,
field_148070_e,shaderMode,2,
field_148067_f,loadedShaders,2,
VERTEX,VERTEX,2,
FRAGMENT,FRAGMENT,2,
field_148072_c,shaderName,2,
field_148069_d,shaderExtension,2,
field_148070_e,shaderMode,2,
field_148067_f,loadedShaders,2,
$VALUES,$VALUES,2,
field_148080_a,LOGGER,2,
field_148079_b,staticShaderLinkHelper,2,
field_148080_a,LOGGER,2,
field_148079_b,staticShaderLinkHelper,2,
field_148104_a,LOGGER,2,
field_148102_b,uniformLocation,2,
field_148103_c,uniformCount,2,
field_148100_d,uniformType,2,
field_148101_e,uniformIntBuffer,2,
field_148098_f,uniformFloatBuffer,2,
field_148099_g,shaderName,2,
field_148105_h,dirty,2,
field_148106_i,shaderManager,2,
field_148104_a,LOGGER,2,
field_148102_b,uniformLocation,2,
field_148103_c,uniformCount,2,
field_148100_d,uniformType,2,
field_148101_e,uniformIntBuffer,2,
field_148098_f,uniformFloatBuffer,2,
field_148099_g,shaderName,2,
field_148105_h,dirty,2,
field_148106_i,shaderManager,2,
field_110553_a,glTextureId,2,
field_174940_b,blur,2,
field_174941_c,mipmap,2,
field_174938_d,blurLast,2,
field_174939_e,mipmapLast,2,
field_110553_a,glTextureId,2,
field_174940_b,blur,2,
field_174941_c,mipmap,2,
field_174938_d,blurLast,2,
field_174939_e,mipmapLast,2,
field_110566_b,dynamicTextureData,2,
field_94233_j,width,2,
field_94234_k,height,2,
field_110566_b,dynamicTextureData,2,
field_94233_j,width,2,
field_94234_k,height,2,
field_147644_c,LOGGER,2,
field_147643_d,TEXTURE_DOWNLOADER_THREAD_ID,2,
field_152434_e,cacheFile,2,
field_110562_b,imageUrl,2,
field_110563_c,imageBuffer,2,
field_110560_d,bufferedImage,2,
field_110561_e,imageThread,2,
field_110559_g,textureUploaded,2,
field_147644_c,LOGGER,2,
field_147643_d,TEXTURE_DOWNLOADER_THREAD_ID,2,
field_152434_e,cacheFile,2,
field_110562_b,imageUrl,2,
field_110563_c,imageBuffer,2,
field_110560_d,bufferedImage,2,
field_110561_e,imageThread,2,
field_110559_g,textureUploaded,2,
field_110932_a,field_110932_a,2,
field_110932_a,field_110932_a,2,
field_174947_f,LOGGER,2,
field_174948_g,textureLocation,2,
field_174949_h,listTextures,2,
field_174950_i,listDyeColors,2,
field_174947_f,LOGGER,2,
field_174948_g,textureLocation,2,
field_174949_h,listTextures,2,
field_174950_i,listDyeColors,2,
field_110567_b,layeredTextureNames,2,
field_147638_c,LOGGER,2,
field_147638_c,LOGGER,2,
field_110567_b,layeredTextureNames,2,
field_188533_a,pngWidth,2,
field_188534_b,pngHeight,2,
field_188533_a,pngWidth,2,
field_188534_b,pngHeight,2,
field_110568_b,textureLocation,2,
field_147639_c,LOGGER,2,
field_147639_c,LOGGER,2,
field_110568_b,textureLocation,2,
field_147971_a,mipmapLevelStitcher,2,
field_94319_a,setStitchHolders,2,
field_94317_b,stitchSlots,2,
field_94318_c,currentWidth,2,
field_94315_d,currentHeight,2,
field_94316_e,maxWidth,2,
field_94313_f,maxHeight,2,
field_94323_h,maxTileDimension,2,
field_147971_a,mipmapLevelStitcher,2,
field_94319_a,setStitchHolders,2,
field_94317_b,stitchSlots,2,
field_94318_c,currentWidth,2,
field_94315_d,currentHeight,2,
field_94316_e,maxWidth,2,
field_94313_f,maxHeight,2,
field_94323_h,maxTileDimension,2,
field_98151_a,sprite,2,
field_94204_c,width,2,
field_94201_d,height,2,
field_147968_d,mipmapLevelHolder,2,
field_94202_e,rotated,2,
field_94205_a,scaleFactor,2,
field_98151_a,sprite,2,
field_94204_c,width,2,
field_94201_d,height,2,
field_147968_d,mipmapLevelHolder,2,
field_94202_e,rotated,2,
field_94205_a,scaleFactor,2,
field_94192_a,originX,2,
field_94190_b,originY,2,
field_94191_c,width,2,
field_94188_d,height,2,
field_94189_e,subSlots,2,
field_94187_f,holder,2,
field_94192_a,originX,2,
field_94190_b,originY,2,
field_94191_c,width,2,
field_94188_d,height,2,
field_94189_e,subSlots,2,
field_94187_f,holder,2,
field_98149_a,holder,2,
field_98149_a,holder,2,
field_174945_f,LOCATION_MISSING_TEXTURE,2,
field_110575_b,LOCATION_BLOCKS_TEXTURE,2,
field_147635_d,LOGGER,2,
field_94258_i,listAnimatedSprites,2,
field_110574_e,mapRegisteredSprites,2,
field_94252_e,mapUploadedSprites,2,
field_94254_c,basePath,2,
field_174946_m,iconCreator,2,
field_147636_j,mipmapLevels,2,
field_94249_f,missingImage,2,
field_147635_d,LOGGER,2,
field_174945_f,LOCATION_MISSING_TEXTURE,2,
field_110575_b,LOCATION_BLOCKS_TEXTURE,2,
field_94258_i,listAnimatedSprites,2,
field_110574_e,mapRegisteredSprites,2,
field_94252_e,mapUploadedSprites,2,
field_94254_c,basePath,2,
field_174946_m,iconCreator,2,
field_147636_j,mipmapLevels,2,
field_94249_f,missingImage,2,
field_188540_a,field_188540_a,2,
field_147979_b,field_147979_b,2,
field_188540_a,field_188540_a,2,
field_147979_b,field_147979_b,2,
field_188541_a,field_188541_a,2,
field_147976_b,field_147976_b,2,
field_188541_a,field_188541_a,2,
field_147976_b,field_147976_b,2,
field_188542_a,field_188542_a,2,
field_147973_b,field_147973_b,2,
field_188542_a,field_188542_a,2,
field_147973_b,field_147973_b,2,
field_110976_a,framesTextureData,2,
field_176605_b,interpolatedFrameData,2,
field_130222_e,rotated,2,
field_110975_c,originX,2,
field_110974_d,originY,2,
field_130223_c,width,2,
field_130224_d,height,2,
field_110973_g,frameCounter,2,
field_110983_h,tickCounter,2,
field_110984_i,iconName,2,
field_110982_k,animationMetadata,2,
field_110979_l,minU,2,
field_110980_m,maxU,2,
field_110977_n,minV,2,
field_110978_o,maxV,2,
field_110984_i,iconName,2,
field_110976_a,framesTextureData,2,
field_176605_b,interpolatedFrameData,2,
field_110982_k,animationMetadata,2,
field_130222_e,rotated,2,
field_110975_c,originX,2,
field_110974_d,originY,2,
field_130223_c,width,2,
field_130224_d,height,2,
field_110979_l,minU,2,
field_110980_m,maxU,2,
field_110977_n,minV,2,
field_110978_o,maxV,2,
field_110973_g,frameCounter,2,
field_110983_h,tickCounter,2,
field_147983_a,field_147983_a,2,
field_147982_b,field_147982_b,2,
field_147983_a,field_147983_a,2,
field_147982_b,field_147982_b,2,
field_194008_a,RESOURCE_LOCATION_EMPTY,2,
field_147646_a,LOGGER,2,
field_110585_a,mapTextureObjects,2,
field_110583_b,listTickables,2,
field_110584_c,mapTextureCounters,2,
field_110582_d,resourceManager,2,
field_147646_a,LOGGER,2,
field_194008_a,RESOURCE_LOCATION_EMPTY,2,
field_110585_a,mapTextureObjects,2,
field_110583_b,listTickables,2,
field_110584_c,mapTextureCounters,2,
field_110582_d,resourceManager,2,
field_135062_a,field_135062_a,2,
field_135061_b,field_135061_b,2,
field_135062_a,field_135062_a,2,
field_135061_b,field_135061_b,2,
field_111001_a,MISSING_TEXTURE,2,
field_110999_b,MISSING_TEXTURE_DATA,2,
field_147959_c,LOGGER,2,
field_111000_c,DATA_BUFFER,2,
field_188544_e,COLOR_GAMMAS,2,
field_147957_g,MIPMAP_BUFFER,2,
field_147959_c,LOGGER,2,
field_111000_c,DATA_BUFFER,2,
field_111001_a,MISSING_TEXTURE,2,
field_110999_b,MISSING_TEXTURE_DATA,2,
field_188544_e,COLOR_GAMMAS,2,
field_147957_g,MIPMAP_BUFFER,2,
field_176600_a,BLOCK,2,
field_176599_b,ITEM,2,
field_181703_c,OLDMODEL_POSITION_TEX_NORMAL,2,
field_181704_d,PARTICLE_POSITION_TEX_COLOR_LMAP,2,
field_181705_e,POSITION,2,
field_181706_f,POSITION_COLOR,2,
field_181707_g,POSITION_TEX,2,
field_181708_h,POSITION_NORMAL,2,
field_181709_i,POSITION_TEX_COLOR,2,
field_181710_j,POSITION_TEX_NORMAL,2,
field_181711_k,POSITION_TEX_LMAP_COLOR,2,
field_181712_l,POSITION_TEX_COLOR_NORMAL,2,
field_181713_m,POSITION_3F,2,
field_181714_n,COLOR_4UB,2,
field_181715_o,TEX_2F,2,
field_181716_p,TEX_2S,2,
field_181717_q,NORMAL_3B,2,
field_181718_r,PADDING_1B,2,
field_176600_a,BLOCK,2,
field_176599_b,ITEM,2,
field_181703_c,OLDMODEL_POSITION_TEX_NORMAL,2,
field_181704_d,PARTICLE_POSITION_TEX_COLOR_LMAP,2,
field_181705_e,POSITION,2,
field_181706_f,POSITION_COLOR,2,
field_181707_g,POSITION_TEX,2,
field_181708_h,POSITION_NORMAL,2,
field_181709_i,POSITION_TEX_COLOR,2,
field_181710_j,POSITION_TEX_NORMAL,2,
field_181711_k,POSITION_TEX_LMAP_COLOR,2,
field_181712_l,POSITION_TEX_COLOR_NORMAL,2,
field_181713_m,POSITION_3F,2,
field_181714_n,COLOR_4UB,2,
field_181715_o,TEX_2F,2,
field_181716_p,TEX_2S,2,
field_181717_q,NORMAL_3B,2,
field_181718_r,PADDING_1B,2,
field_177365_a,glBufferId,2,
field_177363_b,vertexFormat,2,
field_177364_c,count,2,
field_177365_a,glBufferId,2,
field_177363_b,vertexFormat,2,
field_177364_c,count,2,
field_177357_a,LOGGER,2,
field_177355_b,elements,2,
field_177356_c,offsets,2,
field_177353_d,vertexSize,2,
field_177354_e,colorElementOffset,2,
field_177351_f,uvOffsetsById,2,
field_177352_g,normalElementOffset,2,
field_177357_a,LOGGER,2,
field_177355_b,elements,2,
field_177356_c,offsets,2,
field_177353_d,vertexSize,2,
field_177354_e,colorElementOffset,2,
field_177351_f,uvOffsetsById,2,
field_177352_g,normalElementOffset,2,
field_177382_a,field_177382_a,2,
field_177382_a,field_177382_a,2,
field_177381_a,LOGGER,2,
field_177379_b,type,2,
field_177380_c,usage,2,
field_177377_d,index,2,
field_177378_e,elementCount,2,
field_177381_a,LOGGER,2,
field_177379_b,type,2,
field_177380_c,usage,2,
field_177377_d,index,2,
field_177378_e,elementCount,2,
FLOAT,FLOAT,2,
UBYTE,UBYTE,2,
BYTE,BYTE,2,
USHORT,USHORT,2,
SHORT,SHORT,2,
UINT,UINT,2,
INT,INT,2,
$VALUES,$VALUES,2,
field_177407_h,size,2,
field_177408_i,displayName,2,
field_177405_j,glConstant,2,
FLOAT,FLOAT,2,
UBYTE,UBYTE,2,
BYTE,BYTE,2,
USHORT,USHORT,2,
SHORT,SHORT,2,
UINT,UINT,2,
INT,INT,2,
field_177407_h,size,2,
field_177408_i,displayName,2,
field_177405_j,glConstant,2,
$VALUES,$VALUES,2,
POSITION,POSITION,2,
NORMAL,NORMAL,2,
COLOR,COLOR,2,
UV,UV,2,
MATRIX,MATRIX,2,
BLEND_WEIGHT,BLEND_WEIGHT,2,
PADDING,PADDING,2,
$VALUES,$VALUES,2,
field_177392_h,displayName,2,
POSITION,POSITION,2,
NORMAL,NORMAL,2,
COLOR,COLOR,2,
UV,UV,2,
MATRIX,MATRIX,2,
BLEND_WEIGHT,BLEND_WEIGHT,2,
PADDING,PADDING,2,
field_177392_h,displayName,2,
$VALUES,$VALUES,2,
field_110597_b,resourcePackFile,2,
field_110598_a,LOGGER,2,
field_110598_a,LOGGER,2,
field_110597_b,resourcePackFile,2,
field_152783_a,LOGGER,2,
field_152784_b,resourceMap,2,
field_152783_a,LOGGER,2,
field_152784_b,resourceMap,2,
field_177337_a,TEXTURE_STEVE,2,
field_177336_b,TEXTURE_ALEX,2,
field_177337_a,TEXTURE_STEVE,2,
field_177336_b,TEXTURE_ALEX,2,
field_110608_a,DEFAULT_RESOURCE_DOMAINS,2,
field_188549_b,resourceIndex,2,
field_110608_a,DEFAULT_RESOURCE_DOMAINS,2,
field_188549_b,resourceIndex,2,
field_188548_a,baseDir,2,
field_188548_a,baseDir,2,
field_110540_a,resourcePacks,2,
field_177246_b,LOGGER,2,
field_110539_b,frmMetadataSerializer,2,
field_177246_b,LOGGER,2,
field_110540_a,resourcePacks,2,
field_110539_b,frmMetadataSerializer,2,
field_177330_a,inputStream,2,
field_177328_b,message,2,
field_177329_c,isClosed,2,
field_177330_a,inputStream,2,
field_177328_b,message,2,
field_177329_c,isClosed,2,
field_110601_c,ENTRY_NAME_SPLITTER,2,
field_110600_d,resourcePackZipFile,2,
field_110601_c,ENTRY_NAME_SPLITTER,2,
field_110600_d,resourcePackZipFile,2,
field_191386_b,ON_WINDOWS,2,
field_191387_c,BACKSLASH_MATCHER,2,
field_191386_b,ON_WINDOWS,2,
field_191387_c,BACKSLASH_MATCHER,2,
field_130079_a,LOC_FOLIAGE_PNG,2,
field_130079_a,LOC_FOLIAGE_PNG,2,
field_130078_a,LOC_GRASS_PNG,2,
field_130078_a,LOC_GRASS_PNG,2,
field_191383_a,pack,2,
field_191383_a,pack,2,
field_191233_c,field_191233_c,2,
field_191234_d,field_191234_d,2,
field_191233_c,field_191233_c,2,
field_191234_d,field_191234_d,2,
field_110620_b,rprDefaultResourcePack,2,
field_110621_c,rprMetadataSerializer,2,
field_177320_c,LOGGER,2,
field_110622_a,RESOURCE_PACK_FILTER,2,
field_190117_e,SHA1,2,
field_191400_f,UNKNOWN_PACK_TEXTURE,2,
field_110618_d,dirResourcepacks,2,
field_148534_e,dirServerResourcepacks,2,
field_148532_f,serverResourcePack,2,
field_177321_h,lock,2,
field_177322_i,downloadingPacks,2,
field_110619_e,repositoryEntriesAll,2,
field_110617_f,repositoryEntries,2,
field_177320_c,LOGGER,2,
field_110622_a,RESOURCE_PACK_FILTER,2,
field_190117_e,SHA1,2,
field_191400_f,UNKNOWN_PACK_TEXTURE,2,
field_110618_d,dirResourcepacks,2,
field_110620_b,rprDefaultResourcePack,2,
field_148534_e,dirServerResourcepacks,2,
field_110621_c,rprMetadataSerializer,2,
field_148532_f,serverResourcePack,2,
field_177321_h,lock,2,
field_177322_i,downloadingPacks,2,
field_110619_e,repositoryEntriesAll,2,
field_110617_f,repositoryEntries,2,
field_177324_a,field_177324_a,2,
field_177323_b,field_177323_b,2,
field_148523_a,field_148523_a,2,
field_177324_a,field_177324_a,2,
field_177323_b,field_177323_b,2,
field_148523_a,field_148523_a,2,
field_190111_a,field_190111_a,2,
field_177327_a,field_177327_a,2,
field_177325_b,field_177325_b,2,
field_177326_c,field_177326_c,2,
field_190111_a,field_190111_a,2,
field_177327_a,field_177327_a,2,
field_177325_b,field_177325_b,2,
field_177326_c,field_177326_c,2,
field_110525_a,field_110525_a,2,
field_110524_c,reResourcePack,2,
field_110521_d,rePackMetadataSection,2,
field_110520_f,locationTexturePackIcon,2,
field_110524_c,reResourcePack,2,
field_110521_d,rePackMetadataSection,2,
field_110520_f,locationTexturePackIcon,2,
field_110525_a,field_110525_a,2,
field_147967_a,LOGGER,2,
field_130074_a,JOINER_RESOURCE_PACKS,2,
field_110548_a,domainResourceManagers,2,
field_110546_b,reloadListeners,2,
field_135057_d,setResourceDomains,2,
field_110547_c,rmMetadataSerializer,2,
field_147967_a,LOGGER,2,
field_130074_a,JOINER_RESOURCE_PACKS,2,
field_110548_a,domainResourceManagers,2,
field_110546_b,reloadListeners,2,
field_135057_d,setResourceDomains,2,
field_110547_c,rmMetadataSerializer,2,
field_130076_a,field_130076_a,2,
field_130076_a,field_130076_a,2,
field_110535_a,mapMetadataSections,2,
field_177242_b,resourcePackName,2,
field_110533_b,srResourceLocation,2,
field_110534_c,resourceInputStream,2,
field_110531_d,mcmetaInputStream,2,
field_110532_e,srMetadataSerializer,2,
field_110529_f,mcmetaJsonChecked,2,
field_110530_g,mcmetaJson,2,
field_110535_a,mapMetadataSections,2,
field_177242_b,resourcePackName,2,
field_110533_b,srResourceLocation,2,
field_110534_c,resourceInputStream,2,
field_110531_d,mcmetaInputStream,2,
field_110532_e,srMetadataSerializer,2,
field_110529_f,mcmetaJsonChecked,2,
field_110530_g,mcmetaJson,2,
field_152794_b,THREAD_POOL,2,
field_152795_c,textureManager,2,
field_152796_d,skinCacheDir,2,
field_152797_e,sessionService,2,
field_152798_f,skinCacheLoader,2,
field_152794_b,THREAD_POOL,2,
field_152795_c,textureManager,2,
field_152796_d,skinCacheDir,2,
field_152797_e,sessionService,2,
field_152798_f,skinCacheLoader,2,
field_152787_a,field_152787_a,2,
field_152787_a,field_152787_a,2,
field_152635_a,field_152635_a,2,
field_152636_b,field_152636_b,2,
field_152637_c,field_152637_c,2,
field_152638_d,field_152638_d,2,
field_177249_e,field_177249_e,2,
field_152639_e,field_152639_e,2,
field_152635_a,field_152635_a,2,
field_152636_b,field_152636_b,2,
field_152637_c,field_152637_c,2,
field_152638_d,field_152638_d,2,
field_177249_e,field_177249_e,2,
field_152639_e,field_152639_e,2,
field_152799_a,field_152799_a,2,
field_152800_b,field_152800_b,2,
field_152801_c,field_152801_c,2,
field_152802_d,field_152802_d,2,
field_152799_a,field_152799_a,2,
field_152800_b,field_152800_b,2,
field_152801_c,field_152801_c,2,
field_152802_d,field_152802_d,2,
field_152803_a,field_152803_a,2,
field_152804_b,field_152804_b,2,
field_152803_a,field_152803_a,2,
field_152804_b,field_152804_b,2,
field_135054_a,i18nLocale,2,
field_135054_a,i18nLocale,2,
field_135039_a,languageCode,2,
field_135037_b,region,2,
field_135038_c,name,2,
field_135036_d,bidirectional,2,
field_135039_a,languageCode,2,
field_135037_b,region,2,
field_135038_c,name,2,
field_135036_d,bidirectional,2,
field_135049_a,CURRENT_LOCALE,2,
field_147648_b,LOGGER,2,
field_135047_b,metadataSerializer,2,
field_135048_c,currentLanguage,2,
field_135046_d,languageMap,2,
field_147648_b,LOGGER,2,
field_135047_b,metadataSerializer,2,
field_135048_c,currentLanguage,2,
field_135049_a,CURRENT_LOCALE,2,
field_135046_d,languageMap,2,
field_135032_a,properties,2,
field_135030_b,SPLITTER,2,
field_135031_c,PATTERN,2,
field_135029_d,unicode,2,
field_135030_b,SPLITTER,2,
field_135031_c,PATTERN,2,
field_135032_a,properties,2,
field_135029_d,unicode,2,
field_110508_a,metadataSectionSerializerRegistry,2,
field_110506_b,gsonBuilder,2,
field_110507_c,gson,2,
field_110508_a,metadataSectionSerializerRegistry,2,
field_110506_b,gsonBuilder,2,
field_110507_c,gson,2,
field_110501_c,field_110501_c,2,
field_110502_a,section,2,
field_110500_b,clazz,2,
field_110502_a,section,2,
field_110500_b,clazz,2,
field_110501_c,field_110501_c,2,
field_110499_a,frameIndex,2,
field_110498_b,frameTime,2,
field_110499_a,frameIndex,2,
field_110498_b,frameTime,2,
field_110478_a,animationFrames,2,
field_110476_b,frameWidth,2,
field_110477_c,frameHeight,2,
field_110475_d,frameTime,2,
field_177220_e,interpolate,2,
field_110478_a,animationFrames,2,
field_110476_b,frameWidth,2,
field_110477_c,frameHeight,2,
field_110475_d,frameTime,2,
field_177220_e,interpolate,2,
field_110467_a,charWidths,2,
field_110465_b,charLefts,2,
field_110466_c,charSpacings,2,
field_110467_a,charWidths,2,
field_110465_b,charLefts,2,
field_110466_c,charSpacings,2,
field_135019_a,languages,2,
field_135019_a,languages,2,
